"","BAR.1","BAR.2","BAR.3","CDOU.1","CDOU.2","CDOU.3","CHAM.1","CHAM.2","CHAM.3","CMAR.1","CMAR.2","CMAR.3","CORA.1","CORA.2","CORA.3","CUEV.1","CUEV.2","CUEV.3","DAPH.1","DAPH.2","DAPH.3","EGAS.1","EGAS.2","EGAS.3","ELI.1","ELI.2","ELI.3","GARD.1","GARD.2","GARD.3","PCAL.1","PCAL.2","PCAL.3","PESP.1","PESP.2","PESP.3","PIN.1","PIN.2","PIN.3","PLAZ.1","PLAZ.2","PLAZ.3","PMAN.1","PMAN.2","PMAN.3","PMOR.1","PMOR.2","PMOR.3","PROJ.1","PROJ.2","PROJ.3","PVIC.1","PVIC.2","PVIC.3","RED.1","RED.2","RED.3","SOMB.1","SOMB.2","SOMB.3","STAFE.1","STAFE.2","STAFE.3","SUAR.1","SUAR.2","SUAR.3","TOR.1","TOR.2","TOR.3"
"ASV_80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_82",0,0,0,0,0,0,47,60,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,1446,290,0,0,0,280,184,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,683,33,0,0,0,320,0,398,0,0,0,0,0,0
"ASV_83",0,0,0,0,23,55,0,0,0,43,51,208,0,0,0,371,0,131,0,0,0,560,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,294,827,0,0,0,0,0,0,772,261,183,0,0,0,0,0,0,539,294,558,0,0,0,628,0,0,0,0,5
"ASV_84",0,68,387,48,0,66,718,131,1041,0,115,104,0,0,0,481,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,152,147,0,0,0,422,281,156,52,94,248,0,337,214,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,113,0,0,188,0
"ASV_85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,1159,0,534,0,0,0,0,0,0,0,0,429,0,0
"ASV_86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,89,283,0,0,0,0,0,0,51,0,0,0,2287,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,314,10,0,527,0
"ASV_87",0,0,0,0,0,77,1130,559,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,80,219,0,74,32,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,3351,0,0
"ASV_88",194,47,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1015,0,0,0,0,0,395,1257,0,0,0,0,0,0,0,149,2170,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0
"ASV_89",0,0,0,0,0,178,444,26,354,0,0,0,0,0,0,118,27,0,0,8,0,0,0,0,142,995,56,0,0,0,0,0,0,31,0,2270,0,0,0,34,44,0,0,0,0,442,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,244,63
"ASV_90",0,0,0,0,0,0,0,0,0,48,180,282,0,404,91,419,32,181,61,0,16,200,0,79,0,0,0,0,0,0,509,89,0,0,0,0,0,60,73,0,0,0,0,0,0,0,0,0,109,0,0,330,0,122,0,0,0,0,23,0,0,0,0,1136,1352,0,0,0,0
"ASV_91",0,19,0,75,4,0,34,82,71,7,22,0,47,0,125,256,234,40,0,0,0,1259,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,149,0,61,0,126,0,20,0,0,0,0,39,0,0,0,4,0,0,0,0,0,0,0,115,0,0,128,46
"ASV_92",0,118,0,71,0,5,73,0,33,64,183,93,0,0,0,0,0,0,110,192,50,195,0,13,0,0,0,89,0,0,1362,0,0,37,553,5,6,0,32,0,93,0,38,13,13,0,164,0,143,24,164,0,145,0,0,0,0,0,23,256,0,0,60,0,517,6,0,353,0
"ASV_93",28,52,56,0,7,28,0,0,0,19,51,193,0,0,0,0,0,396,0,173,152,0,0,0,46,76,144,986,1648,0,0,0,14,0,0,0,0,0,0,100,49,0,119,127,0,0,0,0,0,37,0,75,90,0,0,0,0,533,0,0,37,21,0,0,0,0,0,0,0
"ASV_94",0,0,0,138,76,263,0,0,0,0,0,0,0,0,45,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,82,1099,0,0,0,0,0,0,48,0,0,0,0,52,0,0,0,217,0,0,0,0,0,69,0,0,2099,0,0
"ASV_95",0,0,0,0,0,152,0,0,0,21,44,118,0,0,193,0,126,55,0,0,0,18,0,143,0,0,0,0,24,7,525,152,42,0,0,0,120,36,29,60,0,104,20,0,10,0,0,0,0,0,0,0,0,4,53,368,0,319,195,1760,5,129,121,44,0,37,0,0,47
"ASV_96",0,0,46,26,30,75,115,609,379,0,5,0,0,100,0,0,0,651,0,6,83,0,0,0,0,0,0,0,0,0,19,0,0,0,0,351,0,91,0,0,19,394,0,67,257,0,0,45,55,0,134,303,7,0,0,0,0,0,0,565,157,0,43,0,0,6,55,257,0
"ASV_97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_99",1199,74,0,0,0,0,0,0,0,0,0,0,0,0,0,329,104,0,0,0,0,32,0,0,186,245,0,0,0,0,0,0,0,481,342,111,0,0,0,0,0,0,0,858,46,357,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_100",0,0,0,107,26,21,51,453,124,4,770,0,0,0,0,25,0,0,0,32,69,0,0,44,28,31,0,0,0,0,85,14,5,64,185,70,22,36,0,0,12,0,0,0,0,484,98,16,535,0,82,0,0,0,0,0,0,0,13,0,0,0,0,0,665,72,70,212,0
"ASV_101",0,0,0,0,0,0,0,0,0,0,0,0,0,90,61,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_102",0,0,0,0,0,0,0,0,0,25,83,0,0,0,0,430,828,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,5,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,285,315,48,0,0,0,0,0,0,0,0,0,345,873,0,0,30,0
"ASV_103",0,0,0,0,0,0,0,0,0,69,150,66,0,144,0,0,0,0,0,0,0,0,0,265,0,0,0,0,374,0,2385,453,0,0,0,0,53,51,172,0,0,0,0,0,29,0,0,0,0,0,0,112,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,44,0,60,18,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2813,1001,183,33,0,0,0,38,0,0,0,0,0,0,0,0,0,10
"ASV_105",0,104,18,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,1023,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0
"ASV_106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,0,0,0,0,0,0,0,1357,1048,47,0,347,0,0,0,0,158,85,0,0,0,0,0,0,0,4,0,0,381,480,8,0,0,0,0,156,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV_107",0,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,67,0,0,0,54,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,137,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,80,0,0,962,0,0,0,0,0,355,0,0,0
"ASV_108",0,0,0,539,383,386,723,770,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,69,62,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_109",0,0,0,0,0,0,26,140,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0
"ASV_110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_111",0,0,0,47,235,16,124,266,67,0,230,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,23,0,0,0,0,0,0,0,0,0,0,0,1319,25,0,396,52,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0
"ASV_112",18,19,0,8,11,64,172,0,18,0,9,0,0,6,86,87,29,210,187,345,40,0,0,0,0,0,0,5,649,39,201,5,0,0,0,0,0,6,0,48,9,28,12,0,10,0,0,0,59,0,4,18,40,4,463,427,117,28,20,74,10,0,96,0,0,47,0,18,0
"ASV_113",0,99,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,564,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,101,305
"ASV_114",165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1316,1296,0,0,0,0,0,11,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,118,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_115",0,0,0,0,0,0,0,0,0,55,42,57,181,51,0,0,0,0,704,0,39,0,0,63,0,0,0,704,0,0,963,109,0,0,0,0,0,0,11,5,0,156,0,0,0,0,0,0,103,0,97,0,0,0,16,0,37,0,0,0,56,0,75,0,0,0,0,0,0
"ASV_116",0,0,9,0,0,0,35,0,0,3,0,0,0,74,51,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,196,212,0,0,0,0,105,0,32,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,2339,104,0,0,0,0,53,0,0,0,0,0,0,0
"ASV_117",0,0,0,13,28,164,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,510,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,29,107,148,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"ASV_118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_120",0,12,45,1058,428,53,36,52,100,0,0,0,0,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,0,64,0,0,0,50,0,173,59,573,60,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"ASV_121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_122",0,0,0,0,0,0,0,0,0,0,0,0,0,184,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_124",0,0,0,27,56,122,32,51,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,29,487,36,0,0,0,0,0,0,0,78,0,660,227,453,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,347,0
"ASV_125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_126",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,4,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_128",56,0,0,0,45,0,141,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,213,0,473,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,63,0
"ASV_130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,59,85,2072,257,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,1576,352,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_132",0,0,0,9,29,41,0,0,0,0,0,0,162,93,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,350,253,57,0,1133,246,0,0,0,41,0,0,0,0,0,0,0,0
"ASV_134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_135",0,0,0,0,24,0,0,0,117,0,13,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,56,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,201,920,0,155,169,190,0,22,0,0,0
"ASV_136",433,277,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,29,288,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,18,36,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,678,0,68,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
"ASV_139",0,0,0,0,0,0,64,0,0,0,0,0,0,0,159,0,0,95,0,0,0,314,132,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,315,0,0,0
"ASV_140",43,0,12,0,0,0,72,0,0,28,0,58,110,88,16,0,0,435,0,0,0,0,108,0,0,0,0,0,0,0,174,81,15,0,0,0,194,0,6,17,41,20,0,0,0,0,0,0,41,0,0,115,0,14,0,0,0,49,0,73,0,0,0,0,456,8,0,0,0
"ASV_141",0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1524,0,0,0,0,0
"ASV_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,526,0,142,0,571,373,0,502,0,0,0,0,0,0
"ASV_145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_146",0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,138,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_147",78,0,183,0,0,0,0,0,0,260,65,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,215,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_148",0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,24,1696,19,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1126,506,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
"ASV_150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,138,336,0,706,0,0,0,0,0,0,0,0,0,0
"ASV_151",139,60,64,0,0,0,0,0,0,0,0,0,84,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,10,0,0,0,1010,79,9,0,0,0,0,0,0,256,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_153",0,0,71,16,0,0,0,21,15,0,18,48,17,0,0,24,0,0,0,0,7,103,0,0,0,0,0,11,0,0,67,0,0,0,0,0,22,0,15,151,26,269,0,0,0,0,0,9,19,81,111,0,148,0,16,6,0,0,6,50,86,89,268,0,76,0,0,0,0
"ASV_154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,1097,64,143,230,0,152,0,0,0,0,0,0
"ASV_155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_158",609,393,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_159",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,565,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_160",0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,110,0,0,0,0,0,0,0,173,0,0,0,0,0,0,122,998,0,49,110,0,0,0,0,0,0,0,0,0,0,180,0,0
"ASV_163",0,0,0,0,0,0,0,0,0,0,96,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,540,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0
"ASV_164",0,4,0,44,139,34,314,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,46,51,0,0,41,0,0,12,208,7,0,0,0,0,0,0,0,7,0,84,0,0,0,0,0,7,0,87,0,34,0,0,140,57
"ASV_165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1638,13,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_166",0,0,0,0,0,0,0,0,0,0,115,0,32,80,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,151,150,0,0,0,0,0,0,0,443,178,20,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"ASV_167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,34,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1296,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_168",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0
"ASV_169",0,0,0,0,0,0,0,0,0,36,0,68,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,179,190,0,0,0,0,0,0
"ASV_170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,599,90,147,0,0,0,36,0,34,0,0,0,28,0,45,0,0,0,0,0,0,0,0,0,0,0,54,0,36,0,0,0,0,367,0,0,0,0,0
"ASV_171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,0,0,0,0,0,0,0,0,0,0
"ASV_173",0,0,0,0,0,0,0,0,0,0,96,25,505,60,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,86,33,0,0,52,0,0,0,0,0,0,0,0,0,0
"ASV_174",0,0,0,0,20,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1072,13,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,105,42,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_178",0,0,0,0,0,0,0,0,0,0,98,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,333,0,0,0,0,0,395,0,0,0,42,0,0,0,0,0,0,289
